subject,rep_idx,t_rel_sec,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27
H,1,0.003674583000019993,-0.02273806929588318,29.409902572631836,-0.04755020886659622,0.14996206760406494,0.1511130928993225,-11.974495887756348,-0.6325370073318481,-3.1123239994049072,-0.5720885396003723,-4.515725612640381,-0.23278537392616272,1.1485363245010376,0.7117671370506287,0.13534227013587952,-0.11602967232465744,-30.493080139160156,0.038240864872932434,1.7490816116333008,-0.24908971786499023,12.682480812072754,-0.5032415986061096,6.440060138702393,-1.1647900342941284,-9.176820755004883,0.08725465089082718,3.008195400238037,0.6233405470848083,0.4510232210159302
H,1,0.009257665999996334,-0.02273806929588318,29.42000961303711,-0.04755020886659622,0.11820283532142639,0.1511130928993225,-11.98495864868164,-0.6325593590736389,-3.1227529048919678,-0.5720885396003723,-4.505244731903076,-0.23278537392616272,1.1384111642837524,0.7117423415184021,0.13657604157924652,-0.11602967232465744,-30.55101776123047,0.038240864872932434,1.7892522811889648,-0.24908971786499023,12.661828994750977,-0.5032415986061096,6.460017681121826,-1.1647900342941284,-9.186612129211426,0.08725465089082718,2.997751235961914,0.6233405470848083,0.44855567812919617
H,1,0.014563875000021653,-0.022734874859452248,29.430118560791016,-0.04755020886659622,0.09703001379966736,0.15110988914966583,-11.98495864868164,-0.6325753331184387,-3.1123239994049072,-0.5720917582511902,-4.4528374671936035,-0.23278537392616272,1.1586616039276123,0.7117423415184021,0.14274488389492035,-0.11602967232465744,-30.483423233032227,0.038240864872932434,1.7691668272018433,-0.24908971786499023,12.672155380249023,-0.5032415986061096,6.450038433074951,-1.1647900342941284,-9.215986251831055,0.08725465089082718,3.008195400238037,0.6233405470848083,0.44978946447372437
H,1,0.01981845800003157,-0.022731678560376167,29.440227508544922,-0.04755020886659622,0.1287892460823059,0.15110988914966583,-11.995420455932617,-0.6325913071632385,-3.1331818103790283,-0.5720949769020081,-4.473800182342529,-0.23278537392616272,1.1485363245010376,0.7117423415184021,0.13904358446598053,-0.11602967232465744,-30.483423233032227,0.038240864872932434,1.7792096138000488,-0.24908971786499023,12.692806243896484,-0.5032415986061096,6.430080890655518,-1.1647900342941284,-9.16702938079834,0.08725465089082718,2.98730731010437,0.6233405470848083,0.44608813524246216
H,1,0.02442845800004534,-0.022734874859452248,29.409902572631836,-0.04755020886659622,0.1287892460823059,0.15110988914966583,-11.98495864868164,-0.6326072812080383,-3.143610954284668,-0.5720949769020081,-4.463318824768066,-0.23278537392616272,1.1384111642837524,0.7116928696632385,0.13534227013587952,-0.11603286862373352,-30.512392044067383,0.038240864872932434,1.7892522811889648,-0.24908971786499023,12.692806243896484,-0.5032383799552917,6.420102596282959,-1.1647900342941284,-9.196403503417969,0.08725465089082718,3.018638849258423,0.6233405470848083,0.44608813524246216
H,1,0.029898416000037287,-0.022734874859452248,29.430118560791016,-0.04755020886659622,0.10761642456054688,0.15110988914966583,-11.974495887756348,-0.632620096206665,-3.1331818103790283,-0.572101354598999,-4.4528374671936035,-0.23278537392616272,1.1181608438491821,0.7116928696632385,0.14027734100818634,-0.11603286862373352,-30.47376823425293,0.038240864872932434,1.7691668272018433,-0.24908971786499023,12.672155380249023,-0.5032383799552917,6.430080890655518,-1.1647900342941284,-9.196403503417969,0.08725465089082718,3.018638849258423,0.6233405470848083,0.4522569477558136
H,1,0.03451029100000369,-0.022734874859452248,29.440227508544922,-0.04755020886659622,0.10761642456054688,0.15110988914966583,-12.01634693145752,-0.6326392889022827,-3.143610954284668,-0.572101354598999,-4.463318824768066,-0.23278537392616272,1.1181608438491821,0.7116928696632385,0.13904358446598053,-0.11602967232465744,-30.493080139160156,0.038240864872932434,1.7591243982315063,-0.24908971786499023,12.713458061218262,-0.5032383799552917,6.440060138702393,-1.1647900342941284,-9.196403503417969,0.08725465089082718,2.98730731010437,0.6233405470848083,0.44362062215805054
H,1,0.040241583000010905,-0.02273806929588318,29.409902572631836,-0.04755020886659622,0.1287892460823059,0.15110988914966583,-11.98495864868164,-0.6326680183410645,-3.143610954284668,-0.5721045136451721,-4.473800182342529,-0.23278537392616272,1.1384111642837524,0.7116681337356567,0.13780981302261353,-0.11603286862373352,-30.493080139160156,0.038240864872932434,1.7892522811889648,-0.24908971786499023,12.703131675720215,-0.5032383799552917,6.440060138702393,-1.1647900342941284,-9.176820755004883,0.08725465089082718,3.008195400238037,0.6233405470848083,0.44855567812919617
H,1,0.04481270799999493,-0.02273806929588318,29.42000961303711,-0.04755020886659622,0.11820283532142639,0.15110988914966583,-11.995420455932617,-0.6326903700828552,-3.143610954284668,-0.5720981359481812,-4.421392917633057,-0.23278537392616272,1.1181608438491821,0.711643397808075,0.13780981302261353,-0.11603286862373352,-30.493080139160156,0.038240864872932434,1.7691668272018433,-0.24908652901649475,12.682480812072754,-0.5032383799552917,6.440060138702393,-1.1647900342941284,-9.176820755004883,0.08725465089082718,3.018638849258423,0.6233405470848083,0.44485437870025635
H,1,0.04924716600004331,-0.022734874859452248,29.399791717529297,-0.04755020886659622,0.08644360303878784,0.15110988914966583,-11.995420455932617,-0.6327095627784729,-3.16446852684021,-0.5720981359481812,-4.463318824768066,-0.23278537392616272,1.1080358028411865,0.711643397808075,0.13657604157924652,-0.11603286862373352,-30.493080139160156,0.038240864872932434,1.7691668272018433,-0.24908652901649475,12.661828994750977,-0.5032383799552917,6.420102596282959,-1.1647900342941284,-9.186612129211426,0.08725465089082718,2.98730731010437,0.6233405470848083,0.44362062215805054
