# onset_abs=1761696746.138413,offset_abs=1761696753.687599,duration_s=7.549186,session_dir=session_20251028_191133
trial_id,task_id,rep_idx,t_rel,t_abs,Right_shoulder_elevation_degree,Right_shoulder_elevation_torque_nm,Right_shoulder_protraction_degree,Right_shoulder_protraction_torque_nm,Right_shoulder_abduction_degree,Right_shoulder_abduction_torque_nm,Right_shoulder_rotation_degree,Right_shoulder_rotation_torque_nm,Right_shoulder_flexion_degree,Right_shoulder_flexion_torque_nm,Right_elbow_flexion_degree,Right_elbow_flexion_torque_nm,Right_wrist_pronation_degree,Right_wrist_pronation_torque_nm,Left_shoulder_elevation_degree,Left_shoulder_elevation_torque_nm,Left_shoulder_protraction_degree,Left_shoulder_protraction_torque_nm,Left_shoulder_abduction_degree,Left_shoulder_abduction_torque_nm,Left_shoulder_rotation_degree,Left_shoulder_rotation_torque_nm,Left_shoulder_flexion_degree,Left_shoulder_flexion_torque_nm,Left_elbow_flexion_degree,Left_elbow_flexion_torque_nm,Left_wrist_pronation_degree,Left_wrist_pronation_torque_nm
4,1,4,0.001130,1761696746.139543,0.7847903502685949,30.491487503051758,-4.36340515909642,0.954529345035553,4.9780903876751665,-15.908455848693848,-54.78352916647196,-7.41946268081665,-38.02296295033693,-3.2369937896728516,-43.76737266236544,-0.9473705887794495,53.383654074776175,-0.14225570857524872,0.41052261039493604,-30.946929931640625,-0.9669803220771253,2.2411715984344482,-6.211123108197748,11.443387985229492,31.220594123625755,3.8455448150634766,24.60792020856142,3.2190914154052734,4.976699589908123,0.23011532425880432,69.66185508377552,0.06238605082035065
4,1,4,0.006832,1761696746.145245,0.7847903502685949,30.491487503051758,-4.36340515909642,0.954529345035553,4.9780903876751665,-15.908455848693848,-54.78352916647196,-7.41946268081665,-38.02296295033693,-3.2369937896728516,-43.76737266236544,-0.9473705887794495,53.383654074776175,-0.14225570857524872,0.41052261039493604,-30.946929931640625,-0.9669803220771253,2.2411715984344482,-6.211123108197748,11.443387985229492,31.220594123625755,3.8455448150634766,24.60792020856142,3.2190914154052734,4.976699589908123,0.23011532425880432,69.66185508377552,0.06238605082035065
4,1,4,0.011509,1761696746.149922,0.7847903502685949,30.440946578979492,-4.36340515909642,0.954529345035553,4.9780903876751665,-15.918917655944824,-54.783163751220705,-7.440321445465088,-38.02314736551046,-3.2265124320983887,-43.76650181293488,-0.9473705887794495,53.40349919650555,-0.1373206377029419,0.41033950256276874,-30.9276180267334,-0.9669803220771253,2.2612569332122803,-6.211123108197748,11.402084350585938,31.221509369301796,3.8455448150634766,24.610665945589542,3.2190914154052734,4.976699589908123,0.24055923521518707,69.66185508377552,0.058684736490249634
4,1,4,0.016097,1761696746.154510,0.7847903502685949,30.471271514892578,-4.36340515909642,0.9439429640769958,4.9780903876751665,-15.918917655944824,-54.782798335969446,-7.461178779602051,-38.02314736551046,-3.195068359375,-43.76650181293488,-0.9574958086013794,53.40916825554371,-0.14719079434871674,0.41033950256276874,-30.888992309570312,-0.9669803220771253,2.2612569332122803,-6.211123108197748,11.391758918762207,31.222240199804308,3.8555240631103516,24.611581191265582,3.1995081901550293,4.976699589908123,0.2614470422267914,69.66185508377552,0.06238605082035065
4,1,4,0.021930,1761696746.160343,0.7849734314203263,30.43083953857422,-4.36340515909642,0.9651157855987549,4.9780903876751665,-15.897993087768555,-54.78242950562239,-7.45074987411499,-38.023331780683996,-3.195068359375,-43.76650181293488,-0.9473705887794495,53.41200278506279,-0.13485309481620789,0.4101564214110374,-30.879335403442383,-0.9669803220771253,2.2210865020751953,-6.211123108197748,11.381431579589844,31.223155445480348,3.815608501434326,24.612680852115155,3.1897170543670654,4.976699589908123,0.2510031461715698,69.66185508377552,0.06238605082035065
4,1,4,0.026212,1761696746.164625,0.7849734314203263,30.43083953857422,-4.36340515909642,0.9651157855987549,4.9780903876751665,-15.918917655944824,-54.781883090293405,-7.440321445465088,-38.023331780683996,-3.205549478530884,-43.76606468067169,-0.9068699479103088,53.41200278506279,-0.13485309481620789,0.4101564214110374,-30.879335403442383,-0.9669803220771253,2.2612569332122803,-6.211123108197748,11.422735214233398,31.224620521581173,3.8056297302246094,24.61396151304245,3.2190914154052734,4.9762645920798185,0.2614470422267914,69.66185508377552,0.06361981481313705
4,1,4,0.031410,1761696746.169823,0.7849734314203263,30.440946578979492,-4.36340515909642,0.954529345035553,4.9780903876751665,-15.897993087768555,-54.78151425994635,-7.409034252166748,-38.023331780683996,-3.2369937896728516,-43.76606468067169,-0.9271203875541687,53.41200278506279,-0.1373206377029419,0.4101564214110374,-30.879335403442383,-0.9669803220771253,2.2311289310455322,-6.211123108197748,11.371106147766113,31.225904597604274,3.8056297302246094,24.615426589143276,3.2092995643615723,4.9762645920798185,0.24055923521518707,69.66185508377552,0.06238605082035065
4,1,4,0.036124,1761696746.174537,0.7849734314203263,30.420730590820312,-4.36340515909642,0.996874988079071,4.9780903876751665,-15.918917655944824,-54.781333259868624,-7.41946268081665,-38.023331780683996,-3.205549478530884,-43.76606468067169,-0.9574958086013794,53.41200278506279,-0.1373206377029419,0.4101564214110374,-30.860023498535156,-0.9669803220771253,2.2110435962677,-6.211123108197748,11.402084350585938,31.22718525853157,3.815608501434326,24.616708957618474,3.1995081901550293,4.976699589908123,0.2718909680843353,69.66185508377552,0.061152275651693344
4,1,4,0.041958,1761696746.180371,0.7849734314203263,30.461164474487305,-4.363588293609023,0.9439429640769958,4.9780903876751665,-15.908455848693848,-54.78114884469509,-7.409034252166748,-38.023331780683996,-3.2265124320983887,-43.765630963504314,-0.9271203875541687,53.41200278506279,-0.13361933827400208,0.4101564214110374,-30.850366592407227,-0.9667972942862659,2.2110435962677,-6.211123108197748,11.391758918762207,31.228831334710122,3.7956504821777344,24.617806910920145,3.1995081901550293,4.9762645920798185,0.20922750234603882,69.66185508377552,0.06238605082035065
4,1,4,0.046167,1761696746.184580,0.7849734314203263,30.461164474487305,-4.363588293609023,1.007461428642273,4.9780903876751665,-15.897993087768555,-54.78114884469509,-7.41946268081665,-38.023331780683996,-3.2265124320983887,-43.765630963504314,-0.9473705887794495,53.41200278506279,-0.13485309481620789,0.4101564214110374,-30.879335403442383,-0.9667972942862659,2.201000928878784,-6.210939973685146,11.391758918762207,31.231030656409263,3.815608501434326,24.618906571769713,3.1799254417419434,4.9762645920798185,0.2510031461715698,69.66185508377552,0.06238605082035065
