file,C_mean_0p05_0p5Hz,fs_used,nperseg,duration_s
task1_rep01.csv,1.0,20,128,7.3063519999999995
task1_rep02.csv,1.0,20,128,8.4091
task1_rep03.csv,1.0,20,128,7.659403
task1_rep04.csv,0.9999999999999999,20,128,7.54541
task1_rep05.csv,1.0000000000000002,20,128,7.165508
