subject,rep_idx,t_rel_sec,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27
S,6,0.0018170840000095723,-0.037528201937675476,31.987510681152344,-0.019206717610359192,-0.7181236743927002,-0.018701782450079918,-11.106094360351562,-0.37472274899482727,-3.373046636581421,-0.3903469741344452,-3.2369937896728516,-0.1672646552324295,0.8042811155319214,0.5696759223937988,0.1328747421503067,-0.0736374706029892,-30.299955368041992,0.03546372056007385,1.6787830591201782,-0.10219508409500122,12.03195571899414,-0.5520221590995789,5.771473407745361,-1.012782096862793,-8.217263221740723,0.1928790956735611,2.820204734802246,-0.35261765122413635,0.3399840295314789
S,6,0.006567291999999725,-0.037528201937675476,31.957185745239258,-0.019213110208511353,-0.6969507932662964,-0.018701782450079918,-11.05378246307373,-0.3747195601463318,-3.3313310146331787,-0.39035019278526306,-3.2579567432403564,-0.1672646552324295,0.7637805342674255,0.5696264505386353,0.13904358446598053,-0.0736374706029892,-30.27098274230957,0.03546372056007385,1.7089110612869263,-0.10219508409500122,12.042282104492188,-0.5520221590995789,5.781452178955078,-1.012782096862793,-8.20747184753418,0.1928790956735611,2.809760808944702,-0.35261765122413635,0.3436853289604187
S,6,0.011303709000003437,-0.037528201937675476,31.977401733398438,-0.019219500944018364,-0.6969507932662964,-0.018704978749155998,-11.064244270324707,-0.3747195601463318,-3.3209023475646973,-0.39035019278526306,-3.2789196968078613,-0.1672646552324295,0.7941559553146362,0.5696759223937988,0.13780981302261353,-0.0736374706029892,-30.26132583618164,0.03546372056007385,1.6988683938980103,-0.10219508409500122,12.042282104492188,-0.5520221590995789,5.771473407745361,-1.012782096862793,-8.197680473327637,0.1928790956735611,2.809760808944702,-0.35261765122413635,0.3412178158760071
S,6,0.01598100000001068,-0.037528201937675476,31.967294692993164,-0.019225893542170525,-0.7075371742248535,-0.018704978749155998,-11.064244270324707,-0.37472274899482727,-3.2896153926849365,-0.39035019278526306,-3.2579567432403564,-0.1672646552324295,0.8245314359664917,0.569750189781189,0.14027734100818634,-0.0736374706029892,-30.280637741088867,0.03546372056007385,1.7089110612869263,-0.10219508409500122,12.052608489990234,-0.5520221590995789,5.80141019821167,-1.012782096862793,-8.246637344360352,0.1928790956735611,2.820204734802246,-0.35261765122413635,0.3424515724182129
S,6,0.02139991700002497,-0.037528201937675476,32.01783752441406,-0.019232284277677536,-0.6969507932662964,-0.018704978749155998,-11.07470703125,-0.37472274899482727,-3.2896153926849365,-0.39035019278526306,-3.2369937896728516,-0.1672646552324295,0.8144062757492065,0.5698986053466797,0.14027734100818634,-0.0736374706029892,-30.280637741088867,0.03546372056007385,1.7189536094665527,-0.10219508409500122,12.062933921813965,-0.5520221590995789,5.771473407745361,-1.012782096862793,-8.20747184753418,0.1928790956735611,2.83064866065979,-0.35261765122413635,0.3424515724182129
S,6,0.02582208400002628,-0.037528201937675476,32.007728576660156,-0.019238676875829697,-0.6969507932662964,-0.018704978749155998,-11.032855987548828,-0.3747291564941406,-3.3313310146331787,-0.39035338163375854,-3.2474753856658936,-0.1672646552324295,0.7739056348800659,0.5700470805168152,0.13904358446598053,-0.0736374706029892,-30.27098274230957,0.03546372056007385,1.6787830591201782,-0.10219508409500122,12.062933921813965,-0.5520221590995789,5.791430950164795,-1.012782096862793,-8.187889099121094,0.1928790956735611,2.83064866065979,-0.35261765122413635,0.3399840295314789
S,6,0.03160479200002442,-0.037528201937675476,31.987510681152344,-0.019245067611336708,-0.6969507932662964,-0.01870817504823208,-11.07470703125,-0.3747291564941406,-3.3104734420776367,-0.39035657048225403,-3.2369937896728516,-0.1672646552324295,0.7536553144454956,0.5701707601547241,0.13904358446598053,-0.0736374706029892,-30.242013931274414,0.03546372056007385,1.7289961576461792,-0.10219508409500122,12.03195571899414,-0.5520221590995789,5.761494159698486,-1.012782096862793,-8.227054595947266,0.1928790956735611,2.7993171215057373,-0.35261765122413635,0.3424515724182129
S,6,0.03630133400000091,-0.037528201937675476,31.997621536254883,-0.01925146020948887,-0.7181236743927002,-0.018704978749155998,-11.064244270324707,-0.3747291564941406,-3.3104734420776367,-0.3903597593307495,-3.2369937896728516,-0.1672646552324295,0.7739056348800659,0.5703192353248596,0.14027734100818634,-0.0736374706029892,-30.290298461914062,0.03546372056007385,1.7189536094665527,-0.10219508409500122,12.03195571899414,-0.5520221590995789,5.771473407745361,-1.012782096862793,-8.187889099121094,0.1928790956735611,2.809760808944702,-0.35261765122413635,0.3424515724182129
S,6,0.04056787500002201,-0.037528201937675476,31.997621536254883,-0.01926104724407196,-0.6757780313491821,-0.018704978749155998,-11.07470703125,-0.37472593784332275,-3.3313310146331787,-0.3903629779815674,-3.2369937896728516,-0.1672646552324295,0.7536553144454956,0.5703687071800232,0.13534227013587952,-0.0736374706029892,-30.280637741088867,0.03546372056007385,1.7189536094665527,-0.10219508409500122,12.03195571899414,-0.5520221590995789,5.781452178955078,-1.012782096862793,-8.20747184753418,0.1928790956735611,2.7993171215057373,-0.35261765122413635,0.3436853289604187
S,6,0.04632266699999832,-0.037528201937675476,31.987510681152344,-0.019273830577731133,-0.6863643527030945,-0.018704978749155998,-11.07470703125,-0.37472593784332275,-3.352189064025879,-0.39036616683006287,-3.2369937896728516,-0.16725705564022064,0.7637805342674255,0.5703192353248596,0.13534227013587952,-0.0736374706029892,-30.26132583618164,0.03546372056007385,1.6687405109405518,-0.1021982803940773,12.052608489990234,-0.5520221590995789,5.771473407745361,-1.012782096862793,-8.197680473327637,0.1928790956735611,2.809760808944702,-0.35261765122413635,0.3461529016494751
S,6,0.05095904200001655,-0.037528201937675476,31.997621536254883,-0.019286613911390305,-0.6863643527030945,-0.018704978749155998,-11.07470703125,-0.37472593784332275,-3.3417599201202393,-0.39037254452705383,-3.216031074523926,-0.16725705564022064,0.7739056348800659,0.5703687071800232,0.1341084986925125,-0.0736374706029892,-30.251670837402344,0.03546372056007385,1.7189536094665527,-0.1021982803940773,12.042282104492188,-0.5520221590995789,5.771473407745361,-1.012782096862793,-8.227054595947266,0.1928790956735611,2.7784292697906494,-0.35261765122413635,0.3436853289604187
