subject,rep_idx,t_rel_sec,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27
S,5,0.0015132500000163418,-0.03539980202913284,30.41062355041504,-0.01570093259215355,-0.7710556387901306,-0.08019524067640305,-9.306517601013184,-0.11439981311559677,-2.059004068374634,-0.29923492670059204,-3.6352875232696533,-0.11649900674819946,1.1890369653701782,0.7635266184806824,0.15014751255512238,-0.07309099286794662,-30.493080139160156,0.03545732796192169,1.7089110612869263,-0.10131623595952988,12.176517486572266,-0.5520157814025879,5.781452178955078,-1.0127214193344116,-8.334760665893555,0.19289427995681763,2.872424364089966,-0.3533599078655243,0.3498542010784149
S,5,0.006176500000009355,-0.03539980202913284,30.440946578979492,-0.01570412889122963,-0.7816421389579773,-0.08019524067640305,-9.275130271911621,-0.11439981311559677,-2.059004068374634,-0.29923492670059204,-3.666731595993042,-0.11649900674819946,1.199162244796753,0.7635266184806824,0.15014751255512238,-0.07309099286794662,-30.493080139160156,0.03545732796192169,1.7089110612869263,-0.1013130396604538,12.186842918395996,-0.5520157814025879,5.791430950164795,-1.0127214193344116,-8.315177917480469,0.19289427995681763,2.9037561416625977,-0.3533599078655243,0.3510879576206207
S,5,0.010931166000005987,-0.03539980202913284,30.4510555267334,-0.01570412889122963,-0.7710556387901306,-0.08019524067640305,-9.275130271911621,-0.11439981311559677,-2.079862117767334,-0.29923492670059204,-3.6457693576812744,-0.11649900674819946,1.1890369653701782,0.7635266184806824,0.15138126909732819,-0.07309099286794662,-30.483423233032227,0.03545732796192169,1.6888257265090942,-0.10131623595952988,12.176517486572266,-0.5520157814025879,5.771473407745361,-1.0127214193344116,-8.334760665893555,0.19289427995681763,2.851536273956299,-0.3533599078655243,0.3510879576206207
S,5,0.01617475000000468,-0.03539980202913284,30.471271514892578,-0.01570732519030571,-0.7498828172683716,-0.08019524067640305,-9.296055793762207,-0.11439981311559677,-2.079862117767334,-0.29923492670059204,-3.656250476837158,-0.11649900674819946,1.1789116859436035,0.7635266184806824,0.14767995476722717,-0.07309099286794662,-30.493080139160156,0.03545732796192169,1.6586977243423462,-0.10131623595952988,12.176517486572266,-0.5520157814025879,5.791430950164795,-1.0127214193344116,-8.315177917480469,0.19289427995681763,2.872424364089966,-0.3533599078655243,0.3486204147338867
S,5,0.02655316600001356,-0.03540299832820892,30.501596450805664,-0.01570732519030571,-0.7498828172683716,-0.08019524067640305,-9.316980361938477,-0.11439981311559677,-2.059004068374634,-0.29923492670059204,-3.656250476837158,-0.11649900674819946,1.1687867641448975,0.7635266184806824,0.15138126909732819,-0.07309099286794662,-30.483423233032227,0.03545732796192169,1.6988683938980103,-0.1013130396604538,12.166192054748535,-0.5520157814025879,5.7515153884887695,-1.0127214193344116,-8.295595169067383,0.19289427995681763,2.851536273956299,-0.3533599078655243,0.35355547070503235
S,5,0.031232041000009758,-0.03540299832820892,30.521812438964844,-0.01570732519030571,-0.7922284603118896,-0.08019524067640305,-9.285592079162598,-0.11439981311559677,-2.0694332122802734,-0.29923492670059204,-3.6352875232696533,-0.11649900674819946,1.1789116859436035,0.7635266184806824,0.15138126909732819,-0.07309099286794662,-30.493080139160156,0.03545732796192169,1.7089110612869263,-0.1013130396604538,12.166192054748535,-0.5520157814025879,5.771473407745361,-1.0127214193344116,-8.324968338012695,0.19289427995681763,2.861980438232422,-0.3533599078655243,0.35232171416282654
S,5,0.03568058300001553,-0.03540299832820892,30.542028427124023,-0.01570732519030571,-0.7604693174362183,-0.08019524067640305,-9.306517601013184,-0.11439981311559677,-2.079862117767334,-0.29923492670059204,-3.6248059272766113,-0.11649900674819946,1.2194123268127441,0.7635266184806824,0.14891372621059418,-0.07309099286794662,-30.464111328125,0.03545732796192169,1.6687405109405518,-0.10131623595952988,12.155866622924805,-0.55201256275177,5.771473407745361,-1.0127214193344116,-8.324968338012695,0.19289427995681763,2.872424364089966,-0.3533599078655243,0.35232171416282654
S,5,0.041457124999993766,-0.035406194627285004,30.531919479370117,-0.01571051962673664,-0.7498828172683716,-0.08019524067640305,-9.296055793762207,-0.11439981311559677,-2.100719928741455,-0.29923173785209656,-3.6352875232696533,-0.11649900674819946,1.199162244796753,0.7635266184806824,0.153848797082901,-0.07309099286794662,-30.45445442199707,0.03545732796192169,1.6687405109405518,-0.10131623595952988,12.166192054748535,-0.55201256275177,5.7515153884887695,-1.0127214193344116,-8.315177917480469,0.19289427995681763,2.872424364089966,-0.3533599078655243,0.3510879576206207
S,5,0.04611241599999971,-0.035406194627285004,30.542028427124023,-0.01571051962673664,-0.7604693174362183,-0.08019524067640305,-9.285592079162598,-0.11439981311559677,-2.0694332122802734,-0.29923173785209656,-3.666731595993042,-0.11649900674819946,1.209287405014038,0.7635266184806824,0.15138126909732819,-0.07309099286794662,-30.47376823425293,0.03545732796192169,1.6888257265090942,-0.1013130396604538,12.186842918395996,-0.55201256275177,5.791430950164795,-1.0127214193344116,-8.334760665893555,0.19289427995681763,2.861980438232422,-0.3533599078655243,0.35355547070503235
S,5,0.05045300000000452,-0.035406194627285004,30.55213737487793,-0.01571051962673664,-0.7287099957466125,-0.08019524067640305,-9.306517601013184,-0.11439981311559677,-2.059004068374634,-0.29923173785209656,-3.6352875232696533,-0.11649900674819946,1.209287405014038,0.7635266184806824,0.1526150405406952,-0.07309099286794662,-30.502737045288086,0.03545732796192169,1.6888257265090942,-0.10130984336137772,12.197169303894043,-0.55201256275177,5.7515153884887695,-1.0127214193344116,-8.334760665893555,0.19289427995681763,2.872424364089966,-0.3533599078655243,0.3510879576206207
