time_iso,elapsed_s,Right_shoulder_elevation_pos_deg,Right_shoulder_protraction_pos_deg,Right_shoulder_abduction_pos_deg,Right_shoulder_rotation_pos_deg,Right_shoulder_flexion_pos_deg,Right_elbow_flexion_pos_deg,Right_wrist_pronation_pos_deg,Left_shoulder_elevation_pos_deg,Left_shoulder_protraction_pos_deg,Left_shoulder_abduction_pos_deg,Left_shoulder_rotation_pos_deg,Left_shoulder_flexion_pos_deg,Left_elbow_flexion_pos_deg,Left_wrist_pronation_pos_deg
2025-10-03T11:20:20.840,0.001690,3.411987,-2.625732,-24.256165,53.121096,16.865479,-11.807366,19.187091,-6.138611,2.406006,-3.526612,-3.186768,-41.289737,8.973111,68.788590
2025-10-03T11:20:20.840,0.001743,3.411438,-2.625916,-24.254517,53.120727,16.866029,-11.809541,19.185674,-6.138611,2.406006,-3.526794,-3.186768,-41.289737,8.973111,68.788590
2025-10-03T11:20:20.847,0.008931,3.410889,-2.626099,-24.253419,53.119812,16.866578,-11.811281,19.182839,-6.138611,2.406006,-3.526978,-3.186768,-41.289918,8.973111,68.788590
2025-10-03T11:20:20.859,0.020122,3.410523,-2.626282,-24.252870,53.119081,16.866761,-11.812587,19.181420,-6.138611,2.406006,-3.527161,-3.186768,-41.289918,8.973111,68.788590
2025-10-03T11:20:20.859,0.020180,3.410523,-2.626648,-24.252137,53.118716,16.866211,-11.813457,19.177168,-6.138428,2.406006,-3.527344,-3.186768,-41.290102,8.973111,68.788590
2025-10-03T11:20:20.859,0.020223,3.410523,-2.627380,-24.251405,53.118531,16.866029,-11.814762,19.172915,-6.138428,2.406006,-3.527527,-3.186951,-41.290102,8.973111,68.788590
2025-10-03T11:20:20.868,0.029863,3.410523,-2.627747,-24.250307,53.118716,16.866029,-11.815198,19.171497,-6.138611,2.406006,-3.527893,-3.186951,-41.290102,8.973111,68.788590
2025-10-03T11:20:20.878,0.040027,3.410523,-2.627930,-24.248842,53.119266,16.865479,-11.815198,19.170080,-6.138611,2.406006,-3.528259,-3.186951,-41.290652,8.973111,68.788590
2025-10-03T11:20:20.879,0.040074,3.410523,-2.628113,-24.247376,53.120181,16.865296,-11.815633,19.170080,-6.138611,2.406006,-3.528809,-3.186951,-41.290833,8.973111,68.788590
2025-10-03T11:20:20.879,0.040120,3.410889,-2.628296,-24.246277,53.120727,16.864929,-11.815633,19.168663,-6.138611,2.406006,-3.529541,-3.186951,-41.291017,8.973111,68.788590
2025-10-03T11:20:20.889,0.050144,3.411072,-2.628479,-24.244996,53.121277,16.864564,-11.815633,19.168663,-6.138611,2.406006,-3.530274,-3.186951,-41.291017,8.973111,68.788590
2025-10-03T11:20:20.898,0.059336,3.412170,-2.628479,-24.240784,53.122011,16.864014,-11.815633,19.168663,-6.138611,2.406006,-3.531189,-3.186951,-41.291383,8.973111,68.788590
2025-10-03T11:20:20.898,0.059388,3.412720,-2.628662,-24.237671,53.122011,16.864014,-11.815633,19.168663,-6.138611,2.406006,-3.531555,-3.187134,-41.291567,8.973546,68.788590
2025-10-03T11:20:20.909,0.070053,3.412720,-2.628662,-24.235475,53.122011,16.864014,-11.815633,19.168663,-6.138428,2.406006,-3.531738,-3.187134,-41.291567,8.973111,68.788590
2025-10-03T11:20:20.909,0.070103,3.412720,-2.628479,-24.233827,53.121827,16.864198,-11.815633,19.168663,-6.138611,2.406006,-3.531922,-3.187134,-41.291748,8.973111,68.788590
2025-10-03T11:20:20.918,0.079735,3.412720,-2.628479,-24.233827,53.121827,16.864198,-11.815633,19.168663,-6.138611,2.406006,-3.531922,-3.187134,-41.291748,8.973111,68.788590
2025-10-03T11:20:20.918,0.079806,3.412903,-2.628479,-24.231447,53.121277,16.864381,-11.815633,19.168663,-6.138611,2.406006,-3.532105,-3.187134,-41.291933,8.973111,68.788590
2025-10-03T11:20:20.928,0.089980,3.412903,-2.628479,-24.229249,53.120362,16.864929,-11.816503,19.167246,-6.138611,2.406006,-3.532654,-3.187134,-41.292298,8.973111,68.788590
2025-10-03T11:20:20.928,0.090038,3.412720,-2.628479,-24.228517,53.119631,16.865479,-11.817808,19.167246,-6.138611,2.406006,-3.533203,-3.187134,-41.292298,8.973111,68.788590
2025-10-03T11:20:20.939,0.100085,3.412170,-2.628479,-24.228334,53.119081,16.866211,-11.819548,19.167246,-6.138611,2.406006,-3.533752,-3.187134,-41.292298,8.973111,68.788590
2025-10-03T11:20:20.939,0.100156,3.411255,-2.628296,-24.228334,53.118897,16.866211,-11.822159,19.167246,-6.138794,2.406006,-3.534851,-3.187134,-41.292298,8.973111,68.788590
2025-10-03T11:20:20.948,0.109385,3.410706,-2.628296,-24.228334,53.118897,16.866211,-11.824770,19.165827,-6.138794,2.406006,-3.536499,-3.187134,-41.292298,8.973111,68.788590
2025-10-03T11:20:20.948,0.109444,3.410156,-2.628296,-24.228334,53.118897,16.866029,-11.826946,19.165827,-6.138611,2.406006,-3.538330,-3.187134,-41.292298,8.973111,68.788590
2025-10-03T11:20:20.958,0.119628,3.409424,-2.628296,-24.228334,53.119081,16.866029,-11.828686,19.165827,-6.138611,2.406006,-3.539612,-3.187134,-41.292482,8.973111,68.788590
2025-10-03T11:20:20.958,0.119689,3.409058,-2.628296,-24.228149,53.119447,16.866211,-11.830426,19.165827,-6.138611,2.406006,-3.541260,-3.187134,-41.292482,8.973111,68.788590
2025-10-03T11:20:20.968,0.129262,3.408691,-2.628296,-24.227784,53.119631,16.866029,-11.832166,19.165827,-6.138611,2.406006,-3.543091,-3.187134,-41.292663,8.973111,68.788590
2025-10-03T11:20:20.968,0.129320,3.408142,-2.628296,-24.227601,53.119812,16.865846,-11.834342,19.164409,-6.138611,2.406006,-3.544007,-3.187134,-41.292848,8.973111,68.788590
2025-10-03T11:20:20.979,0.140302,3.407959,-2.628296,-24.226869,53.119812,16.865846,-11.837823,19.164409,-6.138611,2.406006,-3.544556,-3.187134,-41.292848,8.973111,68.788590
2025-10-03T11:20:20.979,0.140370,3.408325,-2.628296,-24.225769,53.120181,16.865661,-11.840433,19.164409,-6.138611,2.406006,-3.544922,-3.187134,-41.292848,8.973111,68.788590
2025-10-03T11:20:20.989,0.150378,3.408508,-2.628296,-24.224854,53.120546,16.865479,-11.843044,19.164409,-6.138611,2.406006,-3.545105,-3.187134,-41.293032,8.973111,68.788590
2025-10-03T11:20:20.989,0.150446,3.408691,-2.628296,-24.224304,53.120546,16.865296,-11.846090,19.164409,-6.138611,2.406006,-3.545105,-3.187134,-41.293213,8.973111,68.788590
2025-10-03T11:20:20.997,0.158660,3.409241,-2.628296,-24.223573,53.120362,16.864929,-11.851746,19.164409,-6.138611,2.406006,-3.545105,-3.187134,-41.293213,8.973111,68.788590
2025-10-03T11:20:20.997,0.158725,3.409424,-2.628296,-24.222291,53.120181,16.864564,-11.856532,19.164409,-6.138611,2.406006,-3.545105,-3.187134,-41.293213,8.973111,68.788590
2025-10-03T11:20:21.008,0.169459,3.409424,-2.628113,-24.220643,53.119997,16.864381,-11.861754,19.164409,-6.138611,2.406006,-3.545105,-3.187134,-41.293213,8.973111,68.788590
2025-10-03T11:20:21.008,0.169535,3.409790,-2.628113,-24.218445,53.120181,16.864014,-11.867845,19.162992,-6.138611,2.406006,-3.545288,-3.187317,-41.293213,8.973546,68.788590
2025-10-03T11:20:21.018,0.179118,3.410156,-2.628113,-24.216431,53.120362,16.864014,-11.871761,19.162992,-6.138611,2.406006,-3.545288,-3.187500,-41.293213,8.973546,68.788590
2025-10-03T11:20:21.018,0.179186,3.410156,-2.627930,-24.213685,53.120362,16.864198,-11.875676,19.162992,-6.138611,2.406006,-3.545288,-3.187866,-41.293398,8.973546,68.788590
2025-10-03T11:20:21.029,0.190314,3.410156,-2.627930,-24.211854,53.120362,16.864198,-11.880463,19.162992,-6.138611,2.406006,-3.545288,-3.188049,-41.293398,8.973546,68.788590
2025-10-03T11:20:21.029,0.190394,3.409973,-2.627930,-24.210207,53.120181,16.864198,-11.884379,19.162992,-6.138611,2.406006,-3.545288,-3.188049,-41.293398,8.973546,68.788590
