t_sec,sabd_deg_abs,sabd_deg_zeroed,sabd_vel_deg_s,sabd_trq_Nm
3.837399,-5.354478003259389,-1.231173981642983,-0.054144519351698076,-3.205549478530884
3.844981,-5.3548447814305336,-1.231540759814128,-0.048375181608940644,-3.2474753856658936
3.852,-5.354891374238068,-1.2315873526216627,-0.006638057031744645,-3.2579567432403564
3.860389,-5.354668145428368,-1.2313641238119626,0.026608960395618268,-3.320845127105713
3.867448,-5.354547572248598,-1.2312435506321924,0.017081114945888366,-3.320845127105713
3.875203,-5.35472807121456,-1.2314240495981545,-0.02327504949521948,-3.3418080806732178
3.882221,-5.35515956920884,-1.231855547592434,-0.06148577419392662,-3.4571034908294678
3.8895,-5.355626075574655,-1.2323220539582493,-0.06409005948787454,-3.4780664443969727
3.896632,-5.355965977692958,-1.2326619560765524,-0.04765838117292577,-3.3418080806732178
3.903286,-5.356038359065005,-1.2327343374485995,-0.010877834329526211,-3.4256591796875
3.912618,-5.356116857011746,-1.2328128353953405,-0.008411748601401462,-3.5095105171203613
3.919327,-5.356482196008552,-1.2331781743921466,-0.05445425784150463,-3.4675848484039307
3.927133,-5.356931743698549,-1.2336277220821437,-0.05759131564891277,-3.6457693576812744
3.933918,-5.357060780253792,-1.2337567586373863,-0.01901748268739221,-3.687694549560547
3.942243,-5.35699644373459,-1.2336924221181844,0.007728017636594702,-3.5828802585601807
3.949516,-5.356916630625556,-1.2336126090091506,0.010973953203507436,-3.687694549560547
3.957816,-5.357261027185204,-1.233957005568798,-0.04149323148581269,-3.656250476837158
3.965386,-5.3578313541876845,-1.234527332571279,-0.07534251426183802,-3.7296202182769775
3.972507,-5.358102397181835,-1.234798375565429,-0.038060755784791976,-3.792508363723755
3.979874,-5.358054822282795,-1.2347508006663892,0.00645793033245042,-3.7505829334259033
3.986693,-5.3578893135120085,-1.2345852918956028,0.02427167229622437,-3.782027006149292
3.995836,-5.357512690971618,-1.2342086693552128,0.04119300687514829,-3.8449156284332275
4.002638,-5.357249582668501,-1.2339455610520957,0.03868055409032693,-3.8449156284332275
4.0099,-5.357190882807911,-1.2338868611915057,0.008083162942717857,-3.8449156284332275
4.016872,-5.357078844940397,-1.2337748233239916,0.01607006620155824,-4.012618064880371
4.025456,-5.356853592573847,-1.2335495709574413,0.02624015836775874,-4.211765289306641
4.032645,-5.356834590229282,-1.2335305686128768,0.0026432398042119257,-4.065025329589844
4.039522,-5.356852178367293,-1.2335481567508877,-0.0025575508810027,-4.044062614440918
4.047175,-5.356796966754332,-1.2334929451379262,0.007214601816030015,-4.232727527618408
4.054251,-5.356888427420091,-1.2335844058036853,-0.012925429975278752,-4.159358024597168
4.06182,-5.357319282601696,-1.2340152609852906,-0.05692309861176107,-4.065025329589844
4.068671,-5.357672550737726,-1.23436852912132,-0.051564780094684966,-4.127913475036621
4.076375,-5.357885418487519,-1.2345813968711132,-0.027630738539558577,-4.348022937774658
4.083157,-5.358136320719856,-1.2348322991034504,-0.03699501640654659,-4.274653911590576
4.091579,-5.358344478924575,-1.2350404573081697,-0.024715606247332614,-4.201284408569336
4.098989,-5.35811264253274,-1.2348086209163345,0.0312877604047754,-4.316579818725586
4.106364,-5.357787584204365,-1.2344835625879593,0.044075694143380965,-4.285134792327881
4.114066,-5.357656885482729,-1.2343528638663237,0.016969730403392384,-4.169839382171631
4.120871,-5.357626257477917,-1.2343222358615114,0.004500846580353784,-4.3375420570373535
4.12837,-5.357529102732354,-1.234225081115948,0.012955316905162738,-4.505244731903076
4.135277,-5.357749451298202,-1.234445429681796,-0.03190227377044875,-4.557651519775391
4.143016,-5.358162867557438,-1.2348588459410328,-0.05342103791805581,-4.494763374328613
4.149789,-5.358043584531781,-1.234739562915375,0.01761156264603373,-4.48428201675415
4.158232,-5.357580617524355,-1.2342765959079491,0.054833659139705004,-4.589095592498779
4.165612,-5.3573210456962315,-1.2340170240798258,0.0351722929826483,-4.631021499633789
4.172584,-5.357448859737831,-1.2341448381214253,-0.018332282800558746,-4.641502857208252
4.180785,-5.357680957498512,-1.2343769358821062,-0.028300731612736663,-4.819686412811279
4.187732,-5.357645493035443,-1.2343414714190377,0.0051051494424918025,-4.798724174499512
4.195325,-5.3574378401771545,-1.2341338185607489,0.02734823418633715,-4.725354194641113
4.20211,-5.357124067189642,-1.2338200455732364,0.04624404570137467,-4.777761459350586
4.209672,-5.356560262978455,-1.2332562413620494,0.0745583207175574,-4.882575511932373
4.216535,-5.356171802700553,-1.2328677810841473,0.05660114282796367,-5.008352279663086
4.225174,-5.356060859183689,-1.2327568375672833,0.012842381093913226,-4.8301682472229
4.232403,-5.356019096516358,-1.2327150748999527,0.005777029868253778,-4.809205532073975
4.23922,-5.355663641589999,-1.2323596199735931,0.052143467384222195,-4.851131439208984
4.247149,-5.3550770792681295,-1.2317730576517238,0.07397602588524373,-4.966426849365234
4.254159,-5.354916433722619,-1.2316124121062133,0.02291590157864986,-5.113166332244873
4.262013,-5.355025776439188,-1.2317217548227823,-0.01392236402891184,-5.081722259521484
4.269027,-5.354973525527391,-1.231669503910985,0.007449478512355273,-5.029314994812012
4.277043,-5.354520663267828,-1.2312166416514225,0.05649570169632625,-4.987389087677002
4.283991,-5.354132826036686,-1.2308288044202804,0.055818112408752216,-5.123647689819336
4.292241,-5.3539932868760935,-1.230689265259688,0.016914330369047704,-5.197017669677734
4.299367,-5.354129218571871,-1.2308251969554656,-0.019075206775968443,-5.249424934387207
4.30768,-5.354292876179399,-1.2309888545629937,-0.01968708973773582,-5.21798038482666
4.314785,-5.354240136751658,-1.2309361151352523,0.007422743959382438,-5.207499027252197
4.321832,-5.35386544172508,-1.2305614201086748,0.053171324855503195,-5.2913498878479
4.329401,-5.3535402994222325,-1.230236277805827,0.042956678155541744,-5.37520170211792
4.336203,-5.353589749514168,-1.2302857278977628,-0.007269846421561657,-5.563867092132568
4.343583,-5.353840025635117,-1.2305360040187114,-0.03391380916871832,-5.521941184997559
4.350501,-5.3540327589460235,-1.2307287373296179,-0.02785891363228481,-5.469534873962402
4.358736,-5.353913985760624,-1.230609964144218,0.014423012351331402,-5.584830284118652
4.366005,-5.353862682337496,-1.2305586607210905,0.007057929442322057,-5.752532005310059
4.372649,-5.354140056912343,-1.2308360352959378,-0.04174806361574636,-5.941197872161865
4.380305,-5.354610663613779,-1.2313066419973735,-0.0614701370327513,-5.742050647735596
4.387025,-5.354600658432694,-1.231296636816288,0.0014888515946652428,-5.710606575012207
4.395933,-5.354630340089031,-1.2313263184726253,-0.0033320100072742297,-5.76301383972168
4.402818,-5.355007369582435,-1.2317033479660298,-0.054760589802073836,-5.605792999267578
4.411023,-5.355814992178165,-1.2325109705617594,-0.09842843770911558,-4.631021499633789
4.41789,-5.356370955104493,-1.2330669334880877,-0.08096234725888993,-4.631021499633789
4.425456,-5.35700647349414,-1.2337024518777344,-0.08399689052022231,-3.2684383392333984
4.432039,-5.357872578385699,-1.2345685567692932,-0.13156739020986793,-3.6352875232696533
4.438937,-5.359760000974188,-1.2364559793577827,-0.2736122805306015,-4.746316909790039
4.446765,-5.362671777031615,-1.2393677554152092,-0.37196948085060466,-4.861612319946289
4.453677,-5.36426145447872,-1.2409574328623147,-0.22998828861042217,-4.9559454917907715
4.46255,-5.3640212039906965,-1.2407171823742909,0.02707735007176088,-4.893056869506836
4.469394,-5.36325300360598,-1.2399489819895742,0.11224364057753752,-4.5995774269104
4.477244,-5.362980950298117,-1.2396769286817113,0.03465677380052677,-4.505244731903076
4.484179,-5.363078381563025,-1.2397743599466198,-0.014048966726163204,-4.473800182342529
4.492711,-5.362669760673231,-1.2393657390568258,0.047893816754128224,-5.2913498878479
4.500119,-5.361171984022474,-1.2378679624060682,0.20217979522975857,-5.49049711227417
4.509297,-5.357887527901281,-1.2345835062848751,0.3578555550432438,-5.731569290161133
4.518209,-5.353393436391472,-1.2300894147750663,0.504282778992409,-6.2766032218933105
4.526429,-5.3477314291118185,-1.224427407495413,0.688812245296264,-6.716821670532227
4.53346,-5.342141337036849,-1.2188373154204433,0.795067668715274,-6.926450252532959
4.541423,-5.335757982806754,-1.2124539611903487,0.8016086281647538,-6.570082664489746
4.548644,-5.330362718436844,-1.2070586968204386,0.7471647547717173,-6.559601306915283
4.555739,-5.325860867000844,-1.2025568453844384,0.6345016124675406,-6.549119472503662
4.563419,-5.322468978577112,-1.1991649569607068,0.4416556309205019,-6.706340789794922
4.570629,-5.320650514869688,-1.1973464932532822,0.2522135379751213,-6.601526260375977
4.578616,-5.319554350430462,-1.196250328814056,0.1372431908090835,-6.3814167976379395
4.58536,-5.318886656631753,-1.1955826350153478,0.09900695646953074,-6.224195957183838
4.593328,-5.318255697408253,-1.194951675791847,0.07918478785692025,-6.192751884460449
4.600616,-5.318058988825763,-1.1947549672093576,0.026991709829874345,-6.3814167976379395
4.608403,-5.318897820868636,-1.1955937992522303,-0.10772225567953242,-6.234677314758301
4.61554,-5.320833787326338,-1.1975297657099322,-0.2712554487190532,-6.1298627853393555
4.622533,-5.323246513143559,-1.1999424915271533,-0.3450174063643795,-6.056493759155273
4.630321,-5.326233188672397,-1.2029291670559914,-0.38348818702344645,-5.983123302459717
4.637477,-5.329112282911086,-1.2058082612946803,-0.40233879128773,-5.8992719650268555
4.645749,-5.331905017939464,-1.2086009963230584,-0.3376157861497693,-5.962160587310791
4.652579,-5.333480024970429,-1.2101760033540234,-0.23060209760200825,-6.182270050048828
4.660461,-5.334682520932423,-1.2113784993160177,-0.15256461548675063,-6.255640029907227
4.667392,-5.335256158318394,-1.2119521367019885,-0.08276322047837989,-6.2661213874816895
4.675561,-5.334709735116271,-1.2114057134998655,0.06689037802753854,-6.287084579467773
4.682652,-5.333187667220408,-1.2098836456040027,0.2146464751492383,-6.402379989624023
4.69125,-5.330527483532048,-1.2072234619156426,0.3094010061789107,-6.549119472503662
4.698474,-5.328129991606216,-1.2048259699898107,0.33187491664964175,-6.559601306915283
4.705834,-5.325870974106132,-1.2025669524897262,0.3069324955190941,-6.517675399780273
4.713698,-5.323754069062033,-1.200450047445627,0.26918124280993067,-6.486230850219727
4.721027,-5.322116192981941,-1.1988121713655353,0.2234791865397824,-6.423342704772949
4.728441,-5.320876137592636,-1.1975721159762305,0.16726168251809875,-6.3814167976379395
4.735213,-5.3201027014702404,-1.1967986798538348,0.11421018947713804,-6.339491367340088
4.743479,-5.319504272815817,-1.1962002511994116,0.0723966454849064,-6.287084579467773
4.751308,-5.319338577294419,-1.196034555678013,0.021164460461811908,-6.297565460205078
4.75984,-5.3195444846350854,-1.1962404630186798,-0.02413340363796628,-6.255640029907227
4.767092,-5.319788968597435,-1.1964849469810295,-0.03371272844853327,-6.224195957183838
4.775361,-5.319972491195088,-1.1966684695786824,-0.02219385766589569,-6.2661213874816895
4.782654,-5.320001766257522,-1.1966977446411162,-0.004014139444448492,-6.360454559326172
4.790779,-5.320027749115169,-1.196723727498763,-0.0031978638973932613,-6.433823585510254
4.797813,-5.32011245948014,-1.1968084378637345,-0.012043285968455046,-6.475749969482422
4.804871,-5.320215270103016,-1.19691124848661,-0.014566733330046249,-6.559601306915283
4.812014,-5.320266687729038,-1.1969626661126327,-0.007198062631334563,-6.591045379638672
4.818339,-5.320243953202686,-1.1969399315862805,0.003594387832822188,-6.580563545227051
4.825946,-5.3202218846959894,-1.1969178630795838,0.0029010852476683393,-6.580563545227051
4.832542,-5.32023746852951,-1.1969334469131043,-0.0023626725201675264,-6.612008094787598
4.839544,-5.3202840507189135,-1.196980029102508,-0.00665258821696799,-6.674896717071533
4.846967,-5.3202548327597174,-1.1969508111433118,0.0039361791972750805,-6.727303504943848
4.853939,-5.320166509771341,-1.1968624881549355,0.012668107356936645,-6.716821670532227
4.863083,-5.320035653749417,-1.1967316321330115,0.014310482522353316,-6.706340789794922
4.869689,-5.319957367373053,-1.1966533457566477,0.011851043473779521,-6.706340789794922
4.878356,-5.319876636108827,-1.1965726144924211,0.009314796007664638,-6.737785339355469
4.884847,-5.319919474170338,-1.1966154525539325,-0.006599421609839738,-6.695859432220459
4.892482,-5.31996011255783,-1.196656090941424,-0.005322729013817183,-6.716821670532227
4.899027,-5.3199265421542155,-1.1966225205378098,0.005129302326364685,-6.674896717071533
4.905947,-5.319799270498403,-1.1964952488819973,0.018390960347998038,-6.612008094787598
4.913393,-5.31968829125027,-1.1963842696338647,0.0149044444417313,-6.612008094787598
4.920387,-5.318250500925,-1.1949464793085944,0.2055815678885358,-5.972641944885254
4.929594,-5.316494851408978,-1.193190829792572,0.19068616898389626,-5.742050647735596
4.936307,-5.316330647504004,-1.1930266258875983,0.02446089982406937,-5.815421104431152
4.945539,-5.318213881438897,-1.1949098598224914,-0.203988833894371,-5.867827892303467
4.952582,-5.3207505190605024,-1.1974464974440968,-0.36015806245049115,-5.53242301940918
4.960299,-5.323451968447457,-1.2001479468310512,-0.3500695143047024,-5.17605447769165
4.967111,-5.325061130012681,-1.2017571083962757,-0.23622949108072513,-5.081722259521484
4.975992,-5.326142243082739,-1.2028382214663331,-0.12173199662266161,-5.029314994812012
4.983284,-5.326489072060094,-1.2031850504436887,-0.047562732288328594,-4.9349822998046875
4.991342,-5.326536030682034,-1.203232009065628,-0.005827526357619006,-4.882575511932373
4.999257,-5.326427092767644,-1.2031230711512384,0.013763441474679271,-4.94546365737915
5.007968,-5.326411658218065,-1.2031076366016595,0.0017718741251594172,-5.081722259521484
5.01563,-5.326507223026762,-1.2032032014103562,-0.01247247283117982,-5.197017669677734
5.022856,-5.326411343738034,-1.2031073221216282,0.013268671117494859,-5.30183219909668
5.030384,-5.325770203463727,-1.2024661818473215,0.08516665770659726,-5.396164417266846
5.037359,-5.324690523881986,-1.2013865022655805,0.15479420230436927,-5.626755237579346
5.045238,-5.322768310654197,-1.1994642890377918,0.24396606742419027,-5.7839765548706055
5.052115,-5.320217492619697,-1.196913471003291,0.3709231134856151,-5.951679229736328
5.059779,-5.316647206111606,-1.1933431844952,0.46583920183013794,-6.119381904602051
5.067093,-5.312987276732538,-1.1896832551161323,0.5004191040012231,-6.318528175354004
5.075286,-5.309314234552816,-1.1860102129364103,0.44831380242627744,-6.370935440063477
5.082234,-5.306232440525862,-1.182928418909456,0.4435363900226649,-6.570082664489746
5.089198,-5.303533830776164,-1.1802298091597585,0.3875103450167817,-6.7587480545043945
5.097291,-5.301181867436206,-1.1778778458198005,0.2906212952109144,-6.8740434646606445
5.104388,-5.299729062657576,-1.1764250410411705,0.20470671865578627,-6.884524345397949
5.112303,-5.298467932406168,-1.1751639107897622,0.15933380498833558,-6.926450252532959
5.119038,-5.297646202088864,-1.1743421804724585,0.12201170903384997,-7.052227020263672
5.127001,-5.2972354107105515,-1.1739313890941458,0.05158634494677811,-6.968376159667969
5.134,-5.297269454659572,-1.1739654330431666,-0.004864105176231869,-6.905487537384033
5.142049,-5.2977812121456065,-1.1744771905292009,-0.06358016797107473,-6.89500617980957
5.148897,-5.298625784589483,-1.175321762973077,-0.12333380612908204,-6.842598915100098
5.156105,-5.300060572372784,-1.1767565507563784,-0.19905190151993732,-6.601526260375977
5.16385,-5.301909717986229,-1.1786056963698233,-0.23875261945680085,-6.612008094787598
5.170612,-5.303562049548511,-1.1802580279321058,-0.24436306480757944,-6.685378074645996
5.178306,-5.305682198334666,-1.1823781767182604,-0.2755499669795336,-6.5071940422058105
5.185472,-5.307293926190056,-1.1839899045736502,-0.22491604307867707,-6.5071940422058105
5.193366,-5.308680209023963,-1.1853761874075577,-0.17561134507368245,-6.517675399780273
5.200419,-5.30962771299019,-1.1863236913737847,-0.1343379534043804,-6.5071940422058105
5.208931,-5.310529914633524,-1.1872258930171187,-0.10599445285684775,-6.454787254333496
5.216244,-5.311160239431258,-1.1878562178148524,-0.08619221531750287,-6.465268135070801
5.224806,-5.311664156883006,-1.1883601352666,-0.05885450499929781,-6.412860870361328
5.232029,-5.311841363999449,-1.188537342383043,-0.02453409860786441,-6.370935440063477
5.239005,-5.311850065566475,-1.188546043950069,-0.0012473774696187647,-6.370935440063477
5.246514,-5.311752777280011,-1.1884487556636056,0.0129562358808226,-6.255640029907227
5.253299,-5.311648135560165,-1.1883441139437592,0.015422157634455052,-6.297565460205078
5.26251,-5.311537962358657,-1.1882339407422515,0.01196096442968059,-6.297565460205078
5.269373,-5.311470434882834,-1.188166413266428,0.009839526210054664,-6.329009532928467
5.276639,-5.311344157661478,-1.188040136045072,0.017379086974737862,-6.444305896759033
5.283587,-5.311146682893939,-1.187842661277533,0.028421838150715896,-6.433823585510254
5.291992,-5.310804670333444,-1.1875006487170383,0.04069055002363418,-6.5071940422058105
5.299184,-5.31043095559856,-1.187126933982154,0.05196330871487976,-6.6224894523620605
5.306182,-5.310066839780411,-1.1867628181640058,0.052030949595336835,-6.77971076965332
5.313419,-5.309760045453952,-1.1864560238375468,0.04239272157357067,-6.821636199951172
5.32032,-5.309519624309697,-1.1862156026932915,0.034839668568077506,-6.936931610107422
5.329262,-5.309356736906,-1.1860527152895948,0.018215733186019958,-6.999819755554199
5.335962,-5.309319602343516,-1.1860155807271102,0.005542439825180103,-7.115115642547607
5.343839,-5.309284605533629,-1.1859805839172237,0.004442982616810607,-7.293299674987793
5.350746,-5.309292042628677,-1.185988021012271,-0.001076712488540728,-7.35618782043457
5.358099,-5.309332839023052,-1.1860288174066467,-0.00554839429685945,-7.47148323059082
5.364945,-5.3094289306057,-1.186124908989294,-0.014036264869543331,-7.576297760009766
5.371517,-5.309599411541622,-1.186295389925216,-0.025940463321650717,-7.660149574279785
5.379244,-5.31011834789462,-1.1868143262782143,-0.06715756930348793,-7.723037242889404
5.386303,-5.310838686377254,-1.1875346647608485,-0.10204744077638886,-7.7649641036987305
5.395464,-5.3117692552514235,-1.1884652336350179,-0.10157944907360796,-7.754481315612793
5.402239,-5.312593729693374,-1.1892897080769682,-0.1216911162251481,-7.869777679443359
5.409768,-5.313789976992041,-1.1904859553756353,-0.15888988630655856,-7.901221752166748
5.416728,-5.315091757519006,-1.1917877359026008,-0.18703330494890935,-7.827851295471191
5.426307,-5.3171042514273665,-1.193800229810961,-0.21009560817906905,-7.8173699378967285
5.435165,-5.3191181909859475,-1.1958141693695419,-0.22735915663107786,-7.869777679443359
5.445702,-5.321737704560119,-1.1984336829437137,-0.24859797859994134,-7.8173699378967285
5.454573,-5.324180747988937,-1.200876726372531,-0.2753941847361469,-7.7649641036987305
5.464673,-5.327218471011315,-1.203914449394909,-0.30076799545941696,-7.7649641036987305
5.475949,-5.330537055403562,-1.2072330337871566,-0.29430493267241425,-7.733519077301025
5.48789,-5.333991672113341,-1.2106876504969355,-0.2893082158831632,-7.649667739868164
5.49826,-5.336884603982092,-1.2135805823656867,-0.27897081753834935,-7.649667739868164
5.509151,-5.33975513797525,-1.2164511163588445,-0.26357031982569856,-7.618223667144775
5.519767,-5.3419907137530895,-1.218686692136684,-0.21058423938946885,-7.649667739868164
5.532569,-5.343808431943587,-1.2205044103271812,-0.14198567262506312,-7.597260475158691
5.543323,-5.344764757205188,-1.2214607355887823,-0.08892847511439561,-7.576297760009766
5.554089,-5.3454801875146964,-1.2221761658982908,-0.06645256906928654,-7.576297760009766
5.564857,-5.346014869748732,-1.2227108481323263,-0.04965503128474282,-7.597260475158691
5.577054,-5.346503466001395,-1.2231994443849894,-0.040058665642318,-7.555335521697998
5.588058,-5.346831036420767,-1.223527014804361,-0.02976773741203364,-7.565816402435303
5.597312,-5.347044455300092,-1.2237404336836866,-0.02306298557777862,-7.639185905456543
5.607081,-5.347216848959737,-1.223912827343331,-0.017647079031130938,-7.555335521697998
5.617162,-5.347396008857088,-1.2240919872406826,-0.017771943194688902,-7.565816402435303
5.626159,-5.347561027226368,-1.224257005609962,-0.01834107656522965,-7.618223667144775
5.634259,-5.34767945160625,-1.224375429989844,-0.014620664946764951,-7.649667739868164
5.643134,-5.347780918232345,-1.224476896615939,-0.01143299687558506,-7.649667739868164
5.652194,-5.3478209752240184,-1.2245169536076128,-0.004421231030911221,-7.691593170166016
5.660868,-5.347929549128572,-1.224625527512166,-0.01251695789574928,-7.723037242889404
5.67096,-5.347981375996042,-1.2246773543796365,-0.0051354304977452555,-7.744000434875488
5.680976,-5.348020501137216,-1.2247164795208105,-0.003906277936839598,-7.775444984436035
5.689452,-5.3480466477226445,-1.2247426261062389,-0.0030848587299114206,-7.775444984436035
5.699249,-5.348112859132123,-1.2248088375157176,-0.006758104290808584,-7.775444984436035
5.708502,-5.3481613072845375,-1.224857285668132,-0.005236060693758304,-7.775444984436035
5.71639,-5.348230692340502,-1.2249266707240967,-0.008796192164825172,-7.8173699378967285
5.726666,-5.348477792153315,-1.2251737705369097,-0.024046675946191816,-7.785926342010498
5.7362,-5.348865256811575,-1.225561235195169,-0.04064080639181211,-7.848814487457275
5.746719,-5.349504880833284,-1.2262008592168785,-0.06080638242865206,-7.8802595138549805
5.75709,-5.350520601938404,-1.2272165803219988,-0.09793662285265224,-7.859295845031738
5.767851,-5.351724547278991,-1.2284205256625853,-0.1118801984668993,-7.869777679443359
5.778507,-5.352939134144791,-1.2296351125283858,-0.11398278403307571,-7.901221752166748
5.787839,-5.354301403716497,-1.2309973821000915,-0.1459792216265181,-7.8802595138549805
5.798836,-5.356246810296967,-1.2329427886805613,-0.1769024737580682,-7.890740394592285
5.809664,-5.358373265926958,-1.2350692443105524,-0.1963845639134747,-7.848814487457275
5.819653,-5.360478692070365,-1.2371746704539595,-0.21077397653762034,-7.869777679443359
5.830111,-5.36290755094864,-1.2396035293322347,-0.23224905408958263,-7.869777679443359
5.83842,-5.365271730246482,-1.2419677086300762,-0.28453620331861623,-7.859295845031738
5.847474,-5.368331654420321,-1.2450276328039154,-0.337965824938256,-7.8802595138549805
5.856253,-5.371923956388026,-1.2486199347716207,-0.409190334918101,-7.890740394592285
5.864641,-5.375633298756434,-1.2523292771400287,-0.442217882246128,-7.901221752166748
5.873407,-5.379819302215975,-1.2565152805995696,-0.47753069476340826,-7.9326653480529785
5.882204,-5.38406211121499,-1.2607580895985846,-0.4823056279861365,-8.006035804748535
5.891734,-5.388569856296566,-1.26526583468016,-0.4729905993203382,-8.037479400634766
5.900875,-5.392950097662573,-1.2696460760461674,-0.47918789468989376,-8.079404830932617
5.909943,-5.3973469624399435,-1.2740429408235379,-0.4848763612342633,-8.152774810791016
5.918451,-5.401644898386726,-1.2783408767703204,-0.5051660342814542,-8.163257598876953
5.927255,-5.406199941197391,-1.2828959195809855,-0.5173784569811756,-8.184219360351562
5.935755,-5.410712685065349,-1.287408663448943,-0.530919740157351,-8.194701194763184
5.944489,-5.415573494831947,-1.2922694732155415,-0.5565395639801074,-8.22614574432373
5.952842,-5.42047392878342,-1.2971699071670146,-0.5866678956586113,-8.163257598876953
5.961767,-5.42604687113583,-1.302742849519424,-0.6244220334583518,-8.152774810791016
5.970348,-5.431861541820218,-1.308557520203812,-0.6776088161316787,-8.121331214904785
5.981047,-5.439268212345009,-1.3159641907286037,-0.6922747144025846,-8.142293930053711
5.98961,-5.445918958528553,-1.3226149369121476,-0.776701971895388,-8.121331214904785
5.998518,-5.453246804070557,-1.3299427824541512,-0.8226109217195595,-8.121331214904785
6.008315,-5.461865603491244,-1.3385615818748384,-0.8797299933170953,-8.10036849975586
6.01782,-5.471125555483644,-1.3478215338672381,-0.974240046192998,-8.121331214904785
6.026851,-5.4805695379833175,-1.3572655163669118,-1.04569518411593,-8.079404830932617
6.035109,-5.4901416559247185,-1.3668376343083128,-1.1591515351105786,-8.037479400634766
6.044058,-5.501854945786383,-1.3785509241699776,-1.3088876653773793,-8.01651668548584
6.054488,-5.516566238288631,-1.393262216672225,-1.4104654716288316,-7.964109897613525
6.064571,-5.532079803661229,-1.408775782044823,-1.538592355265875,-7.911702632904053
6.075651,-5.55035186127179,-1.4270478396553843,-1.6490987094486607,-7.890740394592285
6.08593,-5.568886263517303,-1.4455822419008975,-1.803143308885136,-7.838332653045654
6.095271,-5.587474335626063,-1.4641703140096576,-1.9899950277722451,-7.827851295471191
6.104634,-5.6080731180328804,-1.4847690964164748,-2.1999784947047036,-7.806888580322266
6.11444,-5.631378849522252,-1.5080748279058467,-2.3767006931556423,-7.733519077301025
6.125488,-5.658561360309196,-1.5352573386927908,-2.460383558637926,-7.712555885314941
6.135484,-5.684497861335744,-1.5611938397193388,-2.5947042408446865,-7.70207405090332
6.145087,-5.711448529402194,-1.5881445077857883,-2.8064773542326207,-7.744000434875488
6.154527,-5.739923081401928,-1.6166190597855223,-3.016389537573684,-7.70207405090332
6.165264,-5.773147553929642,-1.6498435323132368,-3.094338581567287,-7.691593170166016
6.175848,-5.806863547176955,-1.6835595255605496,-3.185599327382794,-7.712555885314941
6.187637,-5.84495811917299,-1.7216540975565842,-3.2313429672428247,-7.744000434875488
6.19907,-5.882929400789867,-1.7596253791734613,-3.321233256955648,-7.754481315612793
6.209358,-5.929907283878248,-1.8066032622618424,-4.566279412971411,-7.827851295471191
6.218606,-5.962629397862806,-1.8393253762464008,-3.5382838839333095,-7.827851295471191
6.227566,-5.997262837539782,-1.873958815923376,-3.8653355304780534,-7.901221752166748
6.236647,-6.045787907039646,-1.9224838854232402,-5.343648737228486,-8.058442115783691
6.248067,-6.103609111652136,-1.9803050900357304,-5.063041958058164,-8.11085033416748
6.259234,-6.158255818089991,-2.0349517964735853,-4.8936716570045125,-8.205183029174805
6.269853,-6.209726565585812,-2.086422543969406,-4.847076991057538,-8.278553009033203
6.281213,-6.263744087834367,-2.1404400662179617,-4.75499306659682,-8.404329299926758
6.291914,-6.314632112238094,-2.1913280906216883,-4.7554718781865795,-8.44625473022461
6.30165,-6.362224454618329,-2.2389204330019234,-4.888254285796594,-8.45673656463623
6.311541,-6.411570410240635,-2.288266388624229,-4.9889586619693,-8.551068305969238
6.32137,-6.46104749453835,-2.337743472921944,-5.0337634642760225,-8.561551094055176
6.33246,-6.515457713491677,-2.3921536918752713,-4.906329255639519,-8.666365623474121
6.343569,-6.569409053540477,-2.4461050319240716,-4.856597874662904,-8.67684555053711
6.35447,-6.621692258175716,-2.49838823655931,-4.795985791584285,-8.718771934509277
6.365969,-6.675276191949497,-2.5519721703330918,-4.660003478469533,-8.771177291870117
6.377597,-6.728045060384671,-2.6047410387682657,-4.538120521480464,-8.813104629516602
6.388784,-6.778277862275814,-2.654973840659409,-4.490157106391941,-8.834067344665527
6.400362,-6.829389190190892,-2.7060851685744867,-4.41458057123047,-8.90743637084961
6.411546,-6.878256044410537,-2.7549520227941313,-4.369269710528084,-8.980806350708008
6.421202,-6.9211090354234335,-2.797805013807028,-4.438096536145483,-9.05417537689209
6.432241,-6.968802482298647,-2.8454984606822418,-4.320349337015621,-9.127547264099121
6.442476,-7.012152274147683,-2.888848252531277,-4.235515406065416,-9.232361793518066
6.451902,-7.05127936223703,-2.927975340620624,-4.151028255507796,-9.37909984588623
6.461697,-7.090170509015692,-2.9668664873992867,-3.9704335629036005,-9.410545349121094
6.471412,-7.127130256139344,-3.003826234522938,-3.8044620511870657,-9.515358924865723
6.4829,-7.1670632221481325,-3.043759200531727,-3.4760708754467657,-9.630654335021973
6.493149,-7.200256233167277,-3.0769522115508714,-3.2386149364855754,-9.756430625915527
6.502513,-7.229391646413288,-3.1060876247968823,-3.1113855871116307,-9.777393341064453
6.512796,-7.258625594453492,-3.1353215728370865,-2.8430073778854266,-9.89268970489502
6.522985,-7.284964606201089,-3.1616605845846832,-2.58502953783677,-9.997503280639648
6.533596,-7.309335966743102,-3.1860319451266967,-2.296840692210075,-10.060391426086426
6.547328,-7.334681810816999,-3.2113777892005935,-1.8457241728305527,-10.049910545349121
6.558746,-7.352464663627596,-3.2291606420111902,-1.5574260440353571,-10.081354141235352
6.570094,-7.366840891111424,-3.243536869495018,-1.2668501888843529,-10.081354141235352
