time,r0_theta,r1_theta,r2_theta,r3_theta,r4_theta,r5_theta,r6_theta,r5_set
1764806428.239725,0.07168164849281311,-0.1395571082830429,-0.13389095664024353,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.244765,0.07168164849281311,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.2499478,0.07167845219373703,-0.1395571082830429,-0.13388456404209137,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.2549279,0.07167525589466095,-0.1395571082830429,-0.13388456404209137,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.2600121,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.265097,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.2702122,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.275245,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399968311190605,0.009644904173910618,-0.2984883487224579,-0.013014095835387707,1.5707963267948966
1764806428.2803042,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984883487224579,-0.013014095835387707,1.5707963267948966
1764806428.285391,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.2904708,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.295542,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.3006248,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.3056908,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.310781,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.315876,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984883487224579,-0.013014095835387707,1.5707963267948966
1764806428.320894,0.07168164849281311,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.3259468,0.07168164849281311,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.331018,0.07168164849281311,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.336113,0.07168164849281311,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.341214,0.07168164849281311,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.3462842,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.3513448,0.07167525589466095,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.3564239,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.361506,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.3665621,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.371679,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009648100472986698,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.376758,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009648100472986698,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.381848,0.07167525589466095,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.386865,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.391947,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.397008,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.4021811,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.407138,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399968311190605,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.4123719,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.417347,0.07168164849281311,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.422338,0.07168164849281311,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.427438,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.432592,0.07167525589466095,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.4376051,0.07167525589466095,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.442643,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.447722,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.452808,0.07167525589466095,-0.1395571082830429,-0.13388456404209137,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.457862,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.462919,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.4680169,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.47314,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.478184,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.483388,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.4885418,0.07168164849281311,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.493495,0.07168164849281311,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.4985821,0.07168484479188919,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.503656,0.07168484479188919,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.508784,0.07167205959558487,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.5138402,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.5189471,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.523988,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.529261,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.5341241,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399329051375389,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.539233,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399329051375389,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.544298,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399329051375389,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.549349,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.5544472,0.07168164849281311,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.559492,0.07168164849281311,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984883487224579,-0.013014095835387707,1.5707963267948966
1764806428.564747,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.569751,0.07168484479188919,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.5747578,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.5799522,0.07167205959558487,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984883487224579,-0.013014095835387707,1.5707963267948966
1764806428.584845,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.589932,0.07168164849281311,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.5949109,0.07167525589466095,-0.13955071568489075,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984883487224579,-0.013014095835387707,1.5707963267948966
1764806428.599992,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.605132,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.6102788,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.615467,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.620656,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.628144,0.07168164849281311,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.633234,0.07168164849281311,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.638314,0.07168164849281311,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.643378,0.07168164849281311,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.648465,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.6535208,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.65857,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.66369,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.668729,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.673852,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984883487224579,-0.013014095835387707,1.5707963267948966
1764806428.678904,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984883487224579,-0.013014095835387707,1.5707963267948966
1764806428.683986,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984883487224579,-0.013014095835387707,1.5707963267948966
1764806428.6890938,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.6941152,0.07167845219373703,-0.1395602971315384,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.699202,0.07168164849281311,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.704274,0.07168164849281311,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009648100472986698,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.7093601,0.07167525589466095,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.714475,0.07167205959558487,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.719525,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.724607,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.729696,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.734781,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.7399309,0.07167525589466095,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984883487224579,-0.013014095835387707,1.5707963267948966
1764806428.7449129,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.749998,0.07168164849281311,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.755084,0.07167845219373703,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.76017,0.07168484479188919,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009648100472986698,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.765224,0.07168164849281311,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009648100472986698,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.770307,0.07168164849281311,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.775362,0.07167525589466095,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.780431,0.07167525589466095,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.785511,0.07168164849281311,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.790569,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.7956722,0.07167525589466095,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.8007529,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.805818,0.07168164849281311,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.810923,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.816004,0.07167845219373703,-0.13955390453338623,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.8211432,0.07168164849281311,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
1764806428.826133,0.07168164849281311,-0.1395571082830429,-0.13388776779174805,-0.04399648681282997,0.009644904173910618,-0.2984807789325714,-0.013014095835387707,1.5707963267948966
